origin_district,origin_pcode,destination_district,destination_pcode,same_district,centroid_haversine_km,effective_distance_km,distance_1km_floor_km,distance_disk_proxy_km,destination_population_2022,origin_population_2022,intervening_population_2022,radiation_score_adapted,gravity_fixed_score_pop_over_d2,log_effective_distance_km,log_destination_population_2022
Munshiganj,BD3059,Chattogram,BD2015,False,188.49499586653494,188.49499586653494,188.49499586653494,188.49499586653494,9169465,1625416,120452130,0.0009302149509443588,258.0740556900694,5.239071459408549,16.031389500109725
Munshiganj,BD3059,Chuadanga,BD4018,False,160.20752969755065,160.20752969755065,160.20752969755065,160.20752969755065,1234054,1625416,101187266,0.00018750961641732193,48.08042703011764,5.076470035387076,14.025815242619684
Munshiganj,BD3059,Cox's Bazar,BD2022,False,283.12966510368216,283.12966510368216,283.12966510368216,283.12966510368216,2823268,1625416,151159984,0.0001930194151839085,35.219351519500634,5.64590497328895,14.853405637196515
Munshiganj,BD3059,Cumilla,BD2019,False,63.66396910913829,63.66396910913829,63.66396910913829,63.66396910913829,6212216,1625416,27588080,0.009756834947255176,1532.70694639118,4.153618768467351,15.642028234056378
Munshiganj,BD3059,Dhaka,BD3026,False,33.635125445939394,33.635125445939394,33.635125445939394,33.635125445939394,14734701,1625416,5203700,0.16263564284158671,13024.324974892997,3.515570921095689,16.50571588212586
Munshiganj,BD3059,Dinajpur,BD5527,False,286.2118228819204,286.2118228819204,286.2118228819204,286.2118228819204,3315236,1625416,153983252,0.00021789936767534494,40.47056899098181,5.656732176129081,15.014039370621646
Munshiganj,BD3059,Faridpur,BD3029,False,59.20962683108747,59.20962683108747,59.20962683108747,59.20962683108747,2162879,1625416,23867176,0.00498656747274169,616.9466012836183,4.081084144059502,14.586950762547518
Munshiganj,BD3059,Feni,BD2030,False,117.30104398129886,117.30104398129886,117.30104398129886,117.30104398129886,1648896,1625416,61736210,0.0006506505901718609,119.83660855504702,4.764743655716148,14.315616531026453
Munshiganj,BD3059,Gaibandha,BD5532,False,217.67462990015048,217.67462990015048,217.67462990015048,217.67462990015048,2562233,1625416,133184190,0.00022488712853516282,54.07580470112156,5.38300142447274,14.756389701878161
Munshiganj,BD3059,Gazipur,BD3033,False,63.74113275984857,63.74113275984857,63.74113275984857,63.74113275984857,5263450,1625416,33800296,0.0059352319917281415,1295.480700357196,4.154830080400913,15.476297263245858
Munshiganj,BD3059,Gopalganj,BD3035,False,70.5603729634626,70.5603729634626,70.5603729634626,70.5603729634626,1295057,1625416,41648198,0.0010914417520743098,260.11604872770187,4.256468697447925,14.07406526759114
Munshiganj,BD3059,Habiganj,BD6036,False,139.1803581490852,139.1803581490852,139.1803581490852,139.1803581490852,2358886,1625416,87389589,0.0004713962721614591,121.77301344965194,4.935770632693212,14.673700031660417
Munshiganj,BD3059,Jamalpur,BD4539,False,171.0340864522552,171.0340864522552,171.0340864522552,171.0340864522552,2499738,1625416,104995361,0.0003492293797147761,85.45336077638869,5.1418628726159845,14.731696484346525
Munshiganj,BD3059,Jashore,BD4041,False,135.84014558131148,135.84014558131148,135.84014558131148,135.84014558131148,3076144,1625416,82380927,0.0006834839007646117,166.70567527327202,4.91147879427412,14.939187422556142
Munshiganj,BD3059,Jhalokati,BD1042,False,108.61937918144355,108.61937918144355,108.61937918144355,108.61937918144355,661160,1625416,61075050,0.0002705042041112669,56.03920151409866,4.687849837081652,13.40175114703129
Munshiganj,BD3059,Jhenaidah,BD4044,False,135.65544059479873,135.65544059479873,135.65544059479873,135.65544059479873,2005849,1625416,80375078,0.0004732975090602956,108.99932381838298,4.910118145892239,14.511577970493308
Munshiganj,BD3059,Joypurhat,BD5038,False,220.5532898338421,220.5532898338421,220.5532898338421,220.5532898338421,956431,1625416,135746423,8.18105885283597e-05,19.66194892674761,5.396139342938643,13.770963927257238
Munshiganj,BD3059,Khagrachhari,BD2046,False,161.76715009509118,161.76715009509118,161.76715009509118,161.76715009509118,714119,1625416,102421320,0.00010648970493377187,27.28914439121108,5.0861579561689965,13.478804894101042
Munshiganj,BD3059,Khulna,BD4047,False,153.63686545403402,153.63686545403402,153.63686545403402,153.63686545403402,2613385,1625416,95238497,0.00044084095533079365,110.71654329111502,5.034591801382275,14.776156873871212
Munshiganj,BD3059,Kishoreganj,BD3048,False,108.58157836727756,108.58157836727756,108.58157836727756,108.58157836727756,3267626,1625416,57807424,0.0014252781305199589,277.15329251385543,4.687501764817384,14.999574285328466
Munshiganj,BD3059,Kurigram,BD5549,False,262.3700465535688,262.3700465535688,262.3700465535688,262.3700465535688,2329160,1625416,145180104,0.0001729190421620857,33.83536130675689,5.569755898700338,14.66101824551926
Munshiganj,BD3059,Kushtia,BD4050,False,148.7521877055587,148.7521877055587,148.7521877055587,148.7521877055587,2149692,1625416,93088805,0.0003808584274214974,97.15150146880191,5.002281751581848,14.580835134027797
Munshiganj,BD3059,Lakshmipur,BD2051,False,83.53557033068904,83.53557033068904,83.53557033068904,83.53557033068904,1937948,1625416,48820264,0.0011920297540332755,277.7149347494052,4.425272533132285,14.477140239287523
Munshiganj,BD3059,Lalmonirhat,BD5552,False,306.31068023649027,306.31068023649027,306.31068023649027,306.31068023649027,1428406,1625416,157298488,9.110700089083341e-05,15.223951308315192,5.724599881779612,14.172069695197669
Munshiganj,BD3059,Madaripur,BD3054,False,42.81706760709549,42.81706760709549,42.81706760709549,42.81706760709549,1293027,1625416,19938401,0.004264127896759777,705.2997863388257,3.756936798964504,14.07249653920651
Munshiganj,BD3059,Magura,BD4055,False,100.72835786906943,100.72835786906943,100.72835786906943,100.72835786906943,1033115,1625416,52736701,0.0005576278439181434,101.82282907003682,4.612427367519208,13.848089068139739
Munshiganj,BD3059,Manikganj,BD3056,False,59.32786486248979,59.32786486248979,59.32786486248979,59.32786486248979,1558025,1625416,26030055,0.0031345439301537457,442.64644870633373,4.083079092137563,14.258929551497186
Munshiganj,BD3059,Meherpur,BD4057,False,176.71160444319239,176.71160444319239,176.71160444319239,176.71160444319239,705356,1625416,108996952,9.309505529775366e-05,22.588023185688385,5.174519050305611,13.466457918881725
Munshiganj,BD3059,Moulvibazar,BD6058,False,185.53983107574436,185.53983107574436,185.53983107574436,185.53983107574436,2123447,1625416,118328683,0.0002356975524265144,61.683230686750996,5.223269581778146,14.568551269629545
Munshiganj,BD3059,Munshiganj,BD3059,True,0.0,18.361164764992193,1.0,15.608442230623805,1625416,1625416,0,0.5,4821.299101705827,2.9102378235391417,14.301274340983566
Munshiganj,BD3059,Mymensingh,BD4561,False,130.4753601058627,130.4753601058627,130.4753601058627,130.4753601058627,5899005,1625416,74476073,0.0015365039171001207,346.5147740297733,4.871184397486294,15.590294250586142
Munshiganj,BD3059,Naogaon,BD5064,False,227.75418467808535,227.75418467808535,227.75418467808535,227.75418467808535,2784599,1625416,140559977,0.00021958066482316325,53.68215383172696,5.428266909969447,14.839614435339252
Munshiganj,BD3059,Narail,BD4065,False,96.1306601163532,96.1306601163532,96.1306601163532,96.1306601163532,788671,1625416,51948030,0.0004401639384425003,85.34380912056766,4.565708308967215,13.57810452934276
Munshiganj,BD3059,Narayanganj,BD3067,False,27.390430520418704,27.390430520418704,27.390430520418704,27.390430520418704,3909138,1625416,0,0.7063149081208712,5210.546609391631,3.3101937013120533,15.178827447298536
Munshiganj,BD3059,Narsingdi,BD3068,False,64.1871839287444,64.1871839287444,64.1871839287444,64.1871839287444,2584452,1625416,39063746,0.0023857838183162306,627.2949998782153,4.161803563489614,14.765024051188075
Munshiganj,BD3059,Natore,BD5069,False,165.25121931619802,165.25121931619802,165.25121931619802,165.25121931619802,1859922,1625416,103135439,0.0002706564521165726,68.1091383753305,5.107466857319993,14.436045109326196
Munshiganj,BD3059,Netrakona,BD4572,False,155.71228819914057,155.71228819914057,155.71228819914057,155.71228819914057,2324853,1625416,97851882,0.0003731462602173118,95.88479063144429,5.048009998006682,14.659167369198306
Munshiganj,BD3059,Nilphamari,BD5573,False,315.85620972955684,315.85620972955684,315.85620972955684,315.85620972955684,2092568,1625416,158726894,0.00013057585168982705,20.974940649727653,5.755287077526805,14.553902577830893
Munshiganj,BD3059,Noakhali,BD2075,False,117.44587234311545,117.44587234311545,117.44587234311545,117.44587234311545,3625442,1625416,63385106,0.0013206571931176885,262.8363609442276,4.765977566537725,15.103486769872411
Munshiganj,BD3059,Pabna,BD5076,False,120.26614764562387,120.26614764562387,120.26614764562387,120.26614764562387,2909624,1625416,68208743,0.0009309741255896783,201.16391099513947,4.78970718392588,14.8835344211774
Munshiganj,BD3059,Panchagarh,BD5577,False,358.6617650997128,358.6617650997128,358.6617650997128,358.6617650997128,1179843,1625416,162353357,7.081086235406814e-05,9.171789046278688,5.882379785881371,13.98089193674234
Munshiganj,BD3059,Patuakhali,BD1078,False,148.44531896928845,148.44531896928845,148.44531896928845,148.44531896928845,1727254,1625416,91361551,0.00031877441951054633,78.38323664276739,5.000216668003195,14.362043422168306
Munshiganj,BD3059,Pirojpur,BD1079,False,118.53141986588716,118.53141986588716,118.53141986588716,118.53141986588716,1198195,1625416,67010548,0.00040632391868808767,85.28261910196423,4.775178071977623,13.996326815697198
Munshiganj,BD3059,Rajbari,BD3082,False,90.02404020676346,90.02404020676346,90.02404020676346,90.02404020676346,1189818,1625416,50758212,0.0006891280209189202,146.8126693710415,4.500076748070313,13.989310912214547
Munshiganj,BD3059,Rajshahi,BD5081,False,207.60986608585344,207.60986608585344,207.60986608585344,207.60986608585344,2915009,1625416,130269181,0.00026647507050506827,67.63070635386538,5.335660674660811,14.885383465240523
Munshiganj,BD3059,Rangamati,BD2084,False,205.47990037262676,205.47990037262676,205.47990037262676,205.47990037262676,647586,1625416,129621595,6.080587675012992e-05,15.33764771215484,5.325348220747026,13.381006882269048
Munshiganj,BD3059,Rangpur,BD5585,False,264.6222035020954,264.6222035020954,264.6222035020954,264.6222035020954,3169614,1625416,147509264,0.0002268193556858202,45.26409207039987,5.578303161622507,14.9691203718778
Munshiganj,BD3059,Satkhira,BD4087,False,182.64540281118232,182.64540281118232,182.64540281118232,182.64540281118232,2196582,1625416,113436605,0.0002646276604435509,65.84608062976451,5.207546583535993,14.602413073820426
Munshiganj,BD3059,Shariatpur,BD3086,False,30.968185556461233,30.968185556461233,30.968185556461233,30.968185556461233,1294562,1625416,3909138,0.05567244133987895,1349.8680983015504,3.4329604051348572,14.073682971966935
Munshiganj,BD3059,Sherpur,BD4589,False,176.52896917395813,176.52896917395813,176.52896917395813,176.52896917395813,1501853,1625416,107495099,0.00020222861106521377,48.19427550776727,5.173484994202497,14.22221023700936
Munshiganj,BD3059,Sirajganj,BD5088,False,127.17034347006373,127.17034347006373,127.17034347006373,127.17034347006373,3357706,1625416,71118367,0.000985866615742512,207.62085645555726,4.845527474902356,15.026768560672359
Munshiganj,BD3059,Sunamganj,BD6090,False,183.16102577775047,183.16102577775047,183.16102577775047,183.16102577775047,2695496,1625416,115633187,0.00031148950127720537,80.34753500389756,5.210365688219546,14.80709278991802
Munshiganj,BD3059,Sylhet,BD6091,False,222.15891067211157,222.15891067211157,222.15891067211157,222.15891067211157,3857123,1625416,136702854,0.00031875873203409533,78.15126530627619,5.4033929396380875,15.16543212675189
Munshiganj,BD3059,Tangail,BD3093,False,101.68393849466435,101.68393849466435,101.68393849466435,101.68393849466435,4037608,1625416,53769816,0.001993378701133445,390.49855726749445,4.621869360342933,15.2111629953813
Munshiganj,BD3059,Thakurgaon,BD5594,False,344.7691933004267,344.7691933004267,344.7691933004267,344.7691933004267,1533895,1625416,160819462,9.359798679468843e-05,12.904427036560447,5.842875188221406,14.243320810065981
Mymensingh,BD4561,Bagerhat,BD4001,False,268.3628380009495,268.3628380009495,268.3628380009495,268.3628380009495,1613076,5899005,139590743,0.00044461098858769046,22.3980431841051,5.592339937988856,14.293653473170336
Mymensingh,BD4561,Bandarban,BD2003,False,377.4707313014882,377.4707313014882,377.4707313014882,377.4707313014882,481106,5899005,155955237,0.00010801457342641574,3.37655795333391,5.9334930327070525,13.08384289902944
Mymensingh,BD4561,Barguna,BD1004,False,286.16527422248555,286.16527422248555,286.16527422248555,286.16527422248555,1010531,5899005,143578659,0.00026500231619290836,12.340017561632013,5.656569525807211,13.825986493237492
Mymensingh,BD4561,Barishal,BD1006,False,210.0840760425317,210.0840760425317,210.0840760425317,210.0840760425317,2570446,5899005,114908604,0.0010173140451581167,58.240113764965386,5.347507812701239,14.759589982670962
Mymensingh,BD4561,Bhola,BD1009,False,264.62801696498303,264.62801696498303,264.62801696498303,264.62801696498303,1932518,5899005,135044840,0.0005661034616118542,27.59636643542966,5.5783251302969195,14.474334373759973
Mymensingh,BD4561,Bogura,BD5010,False,106.91395135343927,106.91395135343927,106.91395135343927,106.91395135343927,3734297,5899005,47132071,0.007317684567637284,326.6931997279876,4.672024317966769,15.133070139288687
Mymensingh,BD4561,Brahmanbaria,BD2012,False,106.2331896491074,106.2331896491074,106.2331896491074,106.2331896491074,3306563,5899005,42267483,0.007867389889496125,292.9924025610431,4.665636580219978,15.011419839295048
Mymensingh,BD4561,Chandpur,BD2013,False,162.28361935058976,162.28361935058976,162.28361935058976,162.28361935058976,2635748,5899005,89386837,0.001666386801747961,100.08166354963777,5.089345541211237,14.784677570641602
Mymensingh,BD4561,Chapainawabganj,BD5070,False,218.65349575859162,218.65349575859162,218.65349575859162,218.65349575859162,1835528,5899005,121220514,0.0006605248986795871,38.39265653355867,5.387488265650592,14.422842736501666
Mymensingh,BD4561,Chattogram,BD2015,False,288.8626926620533,288.8626926620533,288.8626926620533,288.8626926620533,9169465,5899005,144589190,0.0022512854703018023,109.89073714688733,5.665951463315004,16.031389500109725
Mymensingh,BD4561,Chuadanga,BD4018,False,201.0685791896965,201.0685791896965,201.0685791896965,201.0685791896965,1234054,5899005,111031246,0.0005268654760529863,30.524302294749848,5.3036460398654945,14.025815242619684
Mymensingh,BD4561,Cox's Bazar,BD2022,False,394.70482761682246,394.70482761682246,394.70482761682246,394.70482761682246,2823268,5899005,156436343,0.0006211786759981124,18.122046029943316,5.978138213698188,14.853405637196515
Mymensingh,BD4561,Cumilla,BD2019,False,153.21858298357392,153.21858298357392,153.21858298357392,153.21858298357392,6212216,5899005,74853322,0.005218288031624088,264.6206091148095,5.031865548798774,15.642028234056378
Mymensingh,BD4561,Dhaka,BD3026,False,103.01421508576,103.01421508576,103.01421508576,103.01421508576,14734701,5899005,27532782,0.05397784217410945,1388.5036057755767,4.634866989248416,16.50571588212586
Mymensingh,BD4561,Dinajpur,BD5527,False,194.96185205527505,194.96185205527505,194.96185205527505,194.96185205527505,3315236,5899005,107716010,0.001472077253135836,87.21981599454548,5.272803908939839,15.014039370621646
Mymensingh,BD4561,Faridpur,BD3029,False,148.29428499828896,148.29428499828896,148.29428499828896,148.29428499828896,2162879,5899005,70566996,0.0021220739813176425,98.35204515370374,4.999198711639957,14.586950762547518
Mymensingh,BD4561,Feni,BD2030,False,213.84243212215944,213.84243212215944,213.84243212215944,213.84243212215944,1648896,5899005,119571618,0.0006098425650434581,36.05832045801581,5.365239445326401,14.315616531026453
Mymensingh,BD4561,Gaibandha,BD5532,False,114.42638342469051,114.42638342469051,114.42638342469051,114.42638342469051,2562233,5899005,57134392,0.0036555418843953512,195.68893819024427,4.739931676697692,14.756389701878161
Mymensingh,BD4561,Gazipur,BD3033,False,66.81215662557715,66.81215662557715,66.81215662557715,66.81215662557715,5263450,5899005,13631678,0.06411843423605632,1179.1241126847758,4.201885049398095,15.476297263245858
Mymensingh,BD4561,Gopalganj,BD3035,False,185.17901788854874,185.17901788854874,185.17901788854874,185.17901788854874,1295057,5899005,102198027,0.0006460527244482149,37.766377575809344,5.221323021455501,14.07406526759114
Mymensingh,BD4561,Habiganj,BD6036,False,107.80822853140269,107.80822853140269,107.80822853140269,107.80822853140269,2358886,5899005,50866368,0.004146068856416192,202.9565785952258,4.6803539870219355,14.673700031660417
Mymensingh,BD4561,Jamalpur,BD4539,False,66.19400061695632,66.19400061695632,66.19400061695632,66.19400061695632,2499738,5899005,11131940,0.044331974930761256,570.5020809680904,4.192589833714752,14.731696484346525
Mymensingh,BD4561,Jashore,BD4041,False,219.70908451925047,219.70908451925047,219.70908451925047,219.70908451925047,3076144,5899005,123056042,0.0010657873004559421,63.72511571910701,5.392304328190905,14.939187422556142
Mymensingh,BD4561,Jhalokati,BD1042,False,237.74396807779164,237.74396807779164,237.74396807779164,237.74396807779164,661160,5899005,130471747,0.00020870957919429665,11.697351943197225,5.47119433024263,13.40175114703129
Mymensingh,BD4561,Jhenaidah,BD4044,False,191.38985495036886,191.38985495036886,191.38985495036886,191.38985495036886,2005849,5899005,103493084,0.0009709881564136915,54.75961798040344,5.254312473175035,14.511577970493308
Mymensingh,BD4561,Joypurhat,BD5038,False,142.6129648458197,142.6129648458197,142.6129648458197,142.6129648458197,956431,5899005,69610565,0.0009771517926251772,47.025738732367635,4.960134421419812,13.770963927257238
Mymensingh,BD4561,Khagrachhari,BD2046,False,230.4314456873265,230.4314456873265,230.4314456873265,230.4314456873265,714119,5899005,126132186,0.0002403552570706394,13.448910365487649,5.439953402526687,13.478804894101042
Mymensingh,BD4561,Khulna,BD4047,False,267.16198040277317,267.16198040277317,267.16198040277317,267.16198040277317,2613385,5899005,136977358,0.0007416335705567264,36.61458244875837,5.587855142626686,14.776156873871212
Mymensingh,BD4561,Kishoreganj,BD3048,False,63.16880948923481,63.16880948923481,63.16880948923481,63.16880948923481,3267626,5899005,7864314,0.08223357763575181,818.8926232751561,4.145810658591413,14.999574285328466
Mymensingh,BD4561,Kurigram,BD5549,False,142.1934359289385,142.1934359289385,142.1934359289385,142.1934359289385,2329160,5899005,67281405,0.0024864587110111523,115.19674983044851,4.957188355466414,14.66101824551926
Mymensingh,BD4561,Kushtia,BD4050,False,166.63265858135574,166.63265858135574,166.63265858135574,166.63265858135574,2149692,5899005,92022585,0.0012940977565400597,77.42050385373423,5.1157917404214865,14.580835134027797
Mymensingh,BD4561,Lakshmipur,BD2051,False,205.61199624089662,205.61199624089662,205.61199624089662,205.61199624089662,1937948,5899005,112970656,0.0007960779059472417,45.840064550693896,5.32599087935404,14.477140239287523
Mymensingh,BD4561,Lalmonirhat,BD5552,False,193.29929587073593,193.29929587073593,193.29929587073593,193.29929587073593,1428406,5899005,105498933,0.0006704135176183056,38.22884013568006,5.264239743531686,14.172069695197669
Mymensingh,BD4561,Madaripur,BD3054,False,166.848144811827,166.848144811827,166.848144811827,166.848144811827,1293027,5899005,94172277,0.0007519549632246836,46.447765877105056,5.117084086237318,14.07249653920651
Mymensingh,BD4561,Magura,BD4055,False,172.3494932944216,172.3494932944216,172.3494932944216,172.3494932944216,1033115,5899005,98249903,0.0005563283493447957,34.77992533635137,5.149524352978405,13.848089068139739
Mymensingh,BD4561,Manikganj,BD3056,False,106.76984616846309,106.76984616846309,106.76984616846309,106.76984616846309,1558025,5899005,45574046,0.003366997826455428,136.6712567809967,4.670675547414265,14.258929551497186
Mymensingh,BD4561,Meherpur,BD4057,False,201.4618133900604,201.4618133900604,201.4618133900604,201.4618133900604,705356,5899005,112265300,0.00029623051945145866,17.378924135071134,5.305599851715265,13.466457918881725
Mymensingh,BD4561,Moulvibazar,BD6058,False,152.28117821473415,152.28117821473415,152.28117821473415,152.28117821473415,2123447,5899005,72729875,0.0019727999779866907,91.56910492786616,5.025728668644426,14.568551269629545
Mymensingh,BD4561,Munshiganj,BD3059,False,130.4753601058627,130.4753601058627,130.4753601058627,130.4753601058627,1625416,5899005,62606249,0.001995774300067793,95.47892533476036,4.871184397486294,14.301274340983566
Mymensingh,BD4561,Mymensingh,BD4561,True,0.0,37.528541665934554,1.0,33.853993977989454,5899005,5899005,0,0.5,4188.46979202995,3.6251017545697906,15.590294250586142
Mymensingh,BD4561,Naogaon,BD5064,False,170.7429538959974,170.7429538959974,170.7429538959974,170.7429538959974,2784599,5899005,95465304,0.0015559715153468483,95.51621000673383,5.140159231983037,14.839614435339252
Mymensingh,BD4561,Narail,BD4065,False,194.61462231456179,194.61462231456179,194.61462231456179,194.61462231456179,788671,5899005,106927339,0.00036293461432741335,20.823078497318757,5.271021307291608,13.57810452934276
Mymensingh,BD4561,Narayanganj,BD3067,False,109.56527165213909,109.56527165213909,109.56527165213909,109.56527165213909,3909138,5899005,53225254,0.006187615843682569,325.63806276194316,4.696520459813974,15.178827447298536
Mymensingh,BD4561,Narsingdi,BD3068,False,84.98293621302898,84.98293621302898,84.98293621302898,84.98293621302898,2584452,5899005,18895128,0.022458839397101363,357.85328335997946,4.442450485902297,14.765024051188075
Mymensingh,BD4561,Natore,BD5069,False,140.26995954681516,140.26995954681516,140.26995954681516,140.26995954681516,1859922,5899005,65421483,0.002102153142458575,94.52907060603538,4.943568848336409,14.436045109326196
Mymensingh,BD4561,Netrakona,BD4572,False,46.132768151008946,46.132768151008946,46.132768151008946,46.132768151008946,2324853,5899005,0,0.2826961506387878,1092.3868616114098,3.83152350337847,14.659167369198306
Mymensingh,BD4561,Nilphamari,BD5573,False,210.74061612725566,210.74061612725566,210.74061612725566,210.74061612725566,2092568,5899005,117479050,0.0007974039269367672,47.117592176719114,5.35062806980408,14.553902577830893
Mymensingh,BD4561,Noakhali,BD2075,False,233.98003166284457,233.98003166284457,233.98003166284457,233.98003166284457,3625442,5899005,126846305,0.0011814063599968176,66.22216436115382,5.455235776942314,15.103486769872411
Mymensingh,BD4561,Pabna,BD5076,False,127.76395954797837,127.76395954797837,127.76395954797837,127.76395954797837,2909624,5899005,59696625,0.0038195908665414353,178.2461446497194,4.850184495505241,14.8835344211774
Mymensingh,BD4561,Panchagarh,BD5577,False,256.30900749928657,256.30900749928657,256.30900749928657,256.30900749928657,1179843,5899005,133864997,0.00035331456549602005,17.959592665438958,5.546383777111769,13.98089193674234
Mymensingh,BD4561,Patuakhali,BD1078,False,278.9201462791664,278.9201462791664,278.9201462791664,278.9201462791664,1727254,5899005,141203819,0.0004653966489484364,22.202221880249677,5.630925526801139,14.362043422168306
Mymensingh,BD4561,Pirojpur,BD1079,False,244.8229301573516,244.8229301573516,244.8229301573516,244.8229301573516,1198195,5899005,131132907,0.00037314867650788,19.990484499403625,5.500535215194939,13.996326815697198
Mymensingh,BD4561,Rajbari,BD3082,False,139.2841059258928,139.2841059258928,139.2841059258928,139.2841059258928,1189818,5899005,64231665,0.0014032563138715313,61.330628220045,4.936515774677146,13.989310912214547
Mymensingh,BD4561,Rajshahi,BD5081,False,181.56386127138364,181.56386127138364,181.56386127138364,181.56386127138364,2915009,5899005,99283018,0.00151238852995006,88.42622390249306,5.201607444554144,14.885383465240523
Mymensingh,BD4561,Rangamati,BD2084,False,280.4851117908872,280.4851117908872,280.4851117908872,280.4851117908872,647586,5899005,142931073,0.00017171538345215644,8.231478037099889,5.636520646159755,13.381006882269048
Mymensingh,BD4561,Rangpur,BD5585,False,159.8688977566324,159.8688977566324,159.8688977566324,159.8688977566324,3169614,5899005,84922661,0.0021903227426191764,124.01619863391198,5.074354090330104,14.9691203718778
Mymensingh,BD4561,Satkhira,BD4087,False,289.32739990425404,289.32739990425404,289.32739990425404,289.32739990425404,2196582,5899005,153758655,0.0005014323379684413,26.24026955617533,5.667558918538602,14.602413073820426
Mymensingh,BD4561,Shariatpur,BD3086,False,161.4382227958281,161.4382227958281,161.4382227958281,161.4382227958281,1294562,5899005,88092275,0.0008526792196489649,49.67182524005394,5.0841225480946814,14.073682971966935
Mymensingh,BD4561,Sherpur,BD4589,False,55.59903248545957,55.59903248545957,55.59903248545957,55.59903248545957,1501853,5899005,2324853,0.1107667026168765,485.83965305745016,4.018165799764477,14.22221023700936
Mymensingh,BD4561,Sirajganj,BD5088,False,90.54565558256145,90.54565558256145,90.54565558256145,90.54565558256145,3357706,5899005,21479580,0.02353742628433464,409.5504728521869,4.5058542050730965,15.026768560672359
Mymensingh,BD4561,Sunamganj,BD6090,False,96.34496059917323,96.34496059917323,96.34496059917323,96.34496059917323,2695496,5899005,24837286,0.015474135858294168,290.38935010140824,4.567935090422187,14.80709278991802
Mymensingh,BD4561,Sylhet,BD6091,False,159.21838693170974,159.21838693170974,159.21838693170974,159.21838693170974,3857123,5899005,81065538,0.0028807831580332835,152.15178401823243,5.070276762543353,15.16543212675189
Mymensingh,BD4561,Tangail,BD3093,False,57.836635048078755,57.836635048078755,57.836635048078755,57.836635048078755,4037608,5899005,3826706,0.1779337698989687,1207.0301461288063,4.057622399257731,15.2111629953813
Mymensingh,BD4561,Thakurgaon,BD5594,False,253.84474919369322,253.84474919369322,253.84474919369322,253.84474919369322,1533895,5899005,132331102,0.00046835636223428425,23.804510917559714,5.536722856498335,14.243320810065981
Naogaon,BD5064,Bagerhat,BD4001,False,298.7659415813637,298.7659415813637,298.7659415813637,298.7659415813637,1613076,2784599,129062238,0.00025526833137988275,18.0714355927278,5.699660462763879,14.293653473170336
Naogaon,BD5064,Bandarban,BD2003,False,504.15673487556944,504.15673487556944,504.15673487556944,504.15673487556944,481106,2784599,159069643,5.0987797628349835e-05,1.8928213538240397,6.222887201622493,13.08384289902944
Naogaon,BD5064,Barguna,BD1004,False,336.98511769061207,336.98511769061207,336.98511769061207,336.98511769061207,1010531,2784599,138593832,0.00013978250595698952,8.89873344262737,5.820038768221775,13.825986493237492
Naogaon,BD5064,Barishal,BD1006,False,282.94827672814387,282.94827672814387,282.94827672814387,282.94827672814387,2570446,2784599,118420221,0.00047710875744007026,32.10660448864649,5.645264113194103,14.759589982670962
Naogaon,BD5064,Bhola,BD1009,False,349.3354575280402,349.3354575280402,349.3354575280402,349.3354575280402,1932518,2784599,146605955,0.0002380443749749444,15.835734443706315,5.856032656904429,14.474334373759973
Naogaon,BD5064,Bogura,BD5010,False,63.82990971292665,63.82990971292665,63.82990971292665,63.82990971292665,3734297,2784599,5706968,0.10016226056106696,916.5589350998927,4.156221884774198,15.133070139288687
Naogaon,BD5064,Brahmanbaria,BD2012,False,258.4851979067736,258.4851979067736,258.4851979067736,258.4851979067736,3306563,2784599,102613561,0.0008036334803084411,49.48863155500826,5.554838430826482,15.011419839295048
Naogaon,BD5064,Chandpur,BD2013,False,273.33637626806893,273.33637626806893,273.33637626806893,273.33637626806893,2635748,2784599,108615620,0.0005777482707086227,35.278411415132055,5.610703184216279,14.784677570641602
Naogaon,BD5064,Chapainawabganj,BD5070,False,53.28328787886752,53.28328787886752,53.28328787886752,53.28328787886752,1835528,2784599,3871440,0.09043155069704548,646.5155619316783,3.975622733766389,14.422842736501666
Naogaon,BD5064,Chattogram,BD2015,False,416.10221884012,416.10221884012,416.10221884012,416.10221884012,9169465,2784599,149252592,0.0010417748138328267,52.95950702915106,6.030930948443123,16.031389500109725
Naogaon,BD5064,Chuadanga,BD4018,False,143.92175110482972,143.92175110482972,143.92175110482972,143.92175110482972,1234054,2784599,44893876,0.001473514291840346,59.5773655366089,4.969269756778025,14.025815242619684
Naogaon,BD5064,Cox's Bazar,BD2022,False,508.75206820536636,508.75206820536636,508.75206820536636,508.75206820536636,2823268,2784599,159550749,0.0002932246234755976,10.907864394539688,6.231960802017075,14.853405637196515
Naogaon,BD5064,Cumilla,BD2019,False,282.9538037542719,282.9538037542719,282.9538037542719,282.9538037542719,6212216,2784599,120990667,0.0010751617642508293,77.59173708483456,5.645283646701114,15.642028234056378
Naogaon,BD5064,Dhaka,BD3026,False,195.89390129269648,195.89390129269648,195.89390129269648,195.89390129269648,14734701,2784599,66419914,0.007063251580075519,383.97194755166305,5.277573192728764,16.50571588212586
Naogaon,BD5064,Dinajpur,BD5527,False,81.27635228405401,81.27635228405401,81.27635228405401,81.27635228405401,3315236,2784599,11301187,0.03766355157473206,501.8639975473075,4.397855104428102,15.014039370621646
