origin_district,origin_pcode,destination_district,destination_pcode,same_district,centroid_haversine_km,effective_distance_km,distance_1km_floor_km,distance_disk_proxy_km,destination_population_2022,origin_population_2022,intervening_population_2022,radiation_score_adapted,gravity_fixed_score_pop_over_d2,log_effective_distance_km,log_destination_population_2022
Bhola,BD1009,Bagerhat,BD4001,False,102.26992120867489,102.26992120867489,102.26992120867489,102.26992120867489,1613076,1932518,14379872,0.01066081302787063,154.22649433777534,4.627615604393013,14.293653473170336
Bhola,BD1009,Bandarban,BD2003,False,177.99765627295778,177.99765627295778,177.99765627295778,177.99765627295778,481106,1932518,70108768,0.0001779552250765746,15.18490940857437,5.181770383199544,13.08384289902944
Bhola,BD1009,Barguna,BD1004,False,66.68523727442079,66.68523727442079,66.68523727442079,66.68523727442079,1010531,1932518,10522250,0.011644518762804342,227.24285622861098,4.1999835982058515,13.825986493237492
Bhola,BD1009,Barishal,BD1006,False,66.45061792669485,66.45061792669485,66.45061792669485,66.45061792669485,2570446,1932518,7951804,0.04035055432346931,582.1172070814769,4.1964590842385885,14.759589982670962
Bhola,BD1009,Bhola,BD1009,True,0.0,34.7337340098454,1.0,22.463923228237597,1932518,1932518,0,0.5,1601.8454038518375,3.5477113763767143,14.474334373759973
Bhola,BD1009,Bogura,BD5010,False,309.24884805204215,309.24884805204215,309.24884805204215,309.24884805204215,3734297,1932518,128030303,0.0004153280166882708,39.04744974410366,5.734146286292473,15.133070139288687
Bhola,BD1009,Brahmanbaria,BD2012,False,183.36414219833023,183.36414219833023,183.36414219833023,183.36414219833023,3306563,1932518,74699133,0.0010431282958216137,98.3440251112804,5.211474023794392,15.011419839295048
Bhola,BD1009,Chandpur,BD2013,False,104.35767816962918,104.35767816962918,104.35767816962918,104.35767816962918,2635748,1932518,15992948,0.013820005807453978,242.0221248934122,4.647824211742277,14.784677570641602
Bhola,BD1009,Chapainawabganj,BD5070,False,365.23427793643776,365.23427793643776,365.23427793643776,365.23427793643776,1835528,1932518,146341848,0.0001593709522427347,13.75998478029183,5.900539005040262,14.422842736501666
Bhola,BD1009,Chattogram,BD2015,False,113.82960344250665,113.82960344250665,113.82960344250665,113.82960344250665,9169465,1932518,19923258,0.02613281236559971,707.6745076225636,4.734702623561459,16.031389500109725
Bhola,BD1009,Chuadanga,BD4018,False,239.32750516570158,239.32750516570158,239.32750516570158,239.32750516570158,1234054,1932518,103181034,0.00021333950440537638,21.545120969812718,5.477832928408266,14.025815242619684
Bhola,BD1009,Cox's Bazar,BD2022,False,166.77863095517108,166.77863095517108,166.77863095517108,166.77863095517108,2823268,1932518,51903213,0.0017886943760293806,101.5012280395376,5.116667369938082,14.853405637196515
Bhola,BD1009,Cumilla,BD2019,False,126.25835644607658,126.25835644607658,126.25835644607658,126.25835644607658,6212216,1932518,31680807,0.008968027614579495,389.6963019351834,4.838330255636923,15.642028234056378
Bhola,BD1009,Dhaka,BD3026,False,168.75703078172225,168.75703078172225,168.75703078172225,168.75703078172225,14734701,1932518,55374067,0.006897296401939244,517.3894590246182,5.128459992776411,16.50571588212586
Bhola,BD1009,Dinajpur,BD5527,False,416.24614603143965,416.24614603143965,416.24614603143965,416.24614603143965,3315236,1932518,153676150,0.00025906872469646066,19.1343625626706,6.0312767824684625,15.014039370621646
Bhola,BD1009,Faridpur,BD3029,False,156.6949837746366,156.6949837746366,156.6949837746366,156.6949837746366,2162879,1932518,47543752,0.0016359866079582576,88.08907233122518,5.054301137200814,14.586950762547518
Bhola,BD1009,Feni,BD2030,False,101.49903103424222,101.49903103424222,101.49903103424222,101.49903103424222,1648896,1932518,12730976,0.013321764448016297,160.0550833742571,4.6200492519756065,14.315616531026453
Bhola,BD1009,Gaibandha,BD5532,False,352.3340812866652,352.3340812866652,352.3340812866652,352.3340812866652,2562233,1932518,143779615,0.00022918193227382976,20.639981860559903,5.864579820057013,14.756389701878161
Bhola,BD1009,Gazipur,BD3033,False,198.20873659237114,198.20873659237114,198.20873659237114,198.20873659237114,5263450,1932518,83337991,0.0013176002902369833,133.97535458650106,5.289320700603374,15.476297263245858
Bhola,BD1009,Gopalganj,BD3035,False,121.00264204596836,121.00264204596836,121.00264204596836,121.00264204596836,1295057,1932518,30385750,0.0023038429940372912,88.45027296484571,4.795812380449006,14.07406526759114
Bhola,BD1009,Habiganj,BD6036,False,236.92633822441567,236.92633822441567,236.92633822441567,236.92633822441567,2358886,1932518,100822148,0.00042205615355729906,42.0223434768363,5.467749283644267,14.673700031660417
Bhola,BD1009,Jamalpur,BD4539,False,306.8657343471257,306.8657343471257,306.8657343471257,306.8657343471257,2499738,1932518,125530565,0.00029161811043555957,26.545915002595766,5.726410304519429,14.731696484346525
Bhola,BD1009,Jashore,BD4041,False,180.52762114596473,180.52762114596473,180.52762114596473,180.52762114596473,3076144,1932518,70589874,0.0010842881319763891,94.38855618470294,5.195883791805108,14.939187422556142
Bhola,BD1009,Jhalokati,BD1042,False,62.30401475128889,62.30401475128889,62.30401475128889,62.30401475128889,661160,1932518,5352696,0.02207083701929202,170.32347363352886,4.132025865952873,13.40175114703129
Bhola,BD1009,Jhenaidah,BD4044,False,211.81733792985764,211.81733792985764,211.81733792985764,211.81733792985764,2005849,1932518,88601441,0.00046268101293377736,44.70696879984614,5.355724289731308,14.511577970493308
Bhola,BD1009,Joypurhat,BD5038,False,349.58515763359367,349.58515763359367,349.58515763359367,349.58515763359367,956431,1932518,142823184,8.762858449496604e-05,7.82614109052631,5.856747187598647,13.770963927257238
Bhola,BD1009,Khagrachhari,BD2046,False,155.27276161679862,155.27276161679862,155.27276161679862,155.27276161679862,714119,1932518,46829633,0.0005720241046792541,29.6196575885651,5.045183322735592,13.478804894101042
Bhola,BD1009,Khulna,BD4047,False,133.00362440141998,133.00362440141998,133.00362440141998,133.00362440141998,2613385,1932518,37893023,0.0029881395314068373,147.73263442754947,4.890376378988944,14.776156873871212
Bhola,BD1009,Kishoreganj,BD3048,False,227.89368071211592,227.89368071211592,227.89368071211592,227.89368071211592,3267626,1932518,90607290,0.0007122428333173239,62.91696683059361,5.42887920753072,14.999574285328466
Bhola,BD1009,Kurigram,BD5549,False,398.532166652345,398.532166652345,398.532166652345,398.532166652345,2329160,1932518,148177376,0.00019670586433024787,14.664679052476805,5.987788214300984,14.66101824551926
Bhola,BD1009,Kushtia,BD4050,False,248.5439064454631,248.5439064454631,248.5439064454631,248.5439064454631,2149692,1932518,104415088,0.0003600419849691411,34.79925931054545,5.515619515826804,14.580835134027797
Bhola,BD1009,Lakshmipur,BD2051,False,63.097736692617985,63.097736692617985,63.097736692617985,63.097736692617985,1937948,1932518,6013856,0.04768148591565549,486.75963501321166,4.144684900324128,14.477140239287523
Bhola,BD1009,Lalmonirhat,BD5552,False,441.4111759461508,441.4111759461508,441.4111759461508,441.4111759461508,1428406,1932518,156991386,0.0001083205278818171,7.331030330753422,6.0899768128182625,14.172069695197669
Bhola,BD1009,Madaripur,BD3054,False,114.10524763922227,114.10524763922227,114.10524763922227,114.10524763922227,1293027,1932518,29092723,0.002492113969235176,99.31077199040968,4.737121247389961,14.07249653920651
Bhola,BD1009,Magura,BD4055,False,181.3518830105799,181.3518830105799,181.3518830105799,181.3518830105799,1033115,1932518,73666018,0.00034462806953197803,31.41264661283537,5.20043924897018,13.848089068139739
Bhola,BD1009,Manikganj,BD3056,False,185.88175898648163,185.88175898648163,185.88175898648163,185.88175898648163,1558025,1932518,80590148,0.0004339387640098732,45.092142938593184,5.225110767193747,14.258929551497186
Bhola,BD1009,Meherpur,BD4057,False,263.18119771710496,263.18119771710496,263.18119771710496,263.18119771710496,705356,1932518,109922486,0.00010826573325377007,10.183537028753312,5.572842759654359,13.466457918881725
Bhola,BD1009,Moulvibazar,BD6058,False,267.2456499423026,267.2456499423026,267.2456499423026,267.2456499423026,2123447,1932518,116526847,0.00028728315772035223,29.731726985424416,5.588168272662494,14.568551269629545
Bhola,BD1009,Munshiganj,BD3059,False,136.22844946623533,136.22844946623533,136.22844946623533,136.22844946623533,1625416,1932518,40506408,0.0016797181084251239,87.5848324170922,4.914333251978156,14.301274340983566
Bhola,BD1009,Mymensingh,BD4561,False,264.62801696498303,264.62801696498303,264.62801696498303,264.62801696498303,5899005,1932518,110627842,0.0008549632323488615,84.23782007951891,5.5783251302969195,15.590294250586142
Bhola,BD1009,Naogaon,BD5064,False,349.3354575280402,349.3354575280402,349.3354575280402,349.3354575280402,2784599,1932518,140038585,0.0002618487917704857,22.817986842145928,5.856032656904429,14.839614435339252
Bhola,BD1009,Narail,BD4065,False,147.61120983026873,147.61120983026873,147.61120983026873,147.61120983026873,788671,1932518,42131824,0.0007711529213370834,36.19571769292356,4.9945818566420614,13.57810452934276
Bhola,BD1009,Narayanganj,BD3067,False,155.10206984099918,155.10206984099918,155.10206984099918,155.10206984099918,3909138,1932518,42920495,0.0034540615542275562,162.4971749516034,5.044083415296536,15.178827447298536
Bhola,BD1009,Narsingdi,BD3068,False,185.36184940567438,185.36184940567438,185.36184940567438,185.36184940567438,2584452,1932518,78005696,0.0007571193181046525,75.2190359304827,5.22230985744635,14.765024051188075
Bhola,BD1009,Natore,BD5069,False,282.7295668945642,282.7295668945642,282.7295668945642,282.7295668945642,1859922,1932518,120975147,0.00023438916683601372,23.267636783713872,5.6444908467600605,14.436045109326196
Bhola,BD1009,Netrakona,BD4572,False,282.11447655771696,282.11447655771696,282.11447655771696,282.11447655771696,2324853,1932518,118650294,0.0003031479739534706,29.21088756485859,5.642312933804767,14.659167369198306
Bhola,BD1009,Nilphamari,BD5573,False,449.13342125001725,449.13342125001725,449.13342125001725,449.13342125001725,2092568,1932518,158419792,0.00015524652381662367,10.373584121834416,6.107319995605835,14.553902577830893
Bhola,BD1009,Noakhali,BD2075,False,56.57182394736131,56.57182394736131,56.57182394736131,56.57182394736131,3625442,1932518,1727254,0.26277749346829726,1132.8191950581252,4.035511051143253,15.103486769872411
Bhola,BD1009,Pabna,BD5076,False,235.48122668740217,235.48122668740217,235.48122668740217,235.48122668740217,2909624,1932518,93874916,0.00059452347218945,52.471598080751654,5.461631193452599,14.8835344211774
Bhola,BD1009,Panchagarh,BD5577,False,490.5548476274669,490.5548476274669,490.5548476274669,490.5548476274669,1179843,1932518,162046255,8.418968811354081e-05,4.902855309219929,6.195537092585783,13.98089193674234
Bhola,BD1009,Patuakhali,BD1078,False,37.9888458554597,37.9888458554597,37.9888458554597,37.9888458554597,1727254,1932518,0,0.47195672298711505,1196.8618066350716,3.6372925865185066,14.362043422168306
Bhola,BD1009,Pirojpur,BD1079,False,79.19789671234807,79.19789671234807,79.19789671234807,79.19789671234807,1198195,1932518,11532781,0.011727287803204351,191.02939793374006,4.371949741805474,13.996326815697198
Bhola,BD1009,Rajbari,BD3082,False,195.79222866634927,195.79222866634927,195.79222866634927,195.79222866634927,1189818,1932518,82148173,0.00032070738080382537,31.03770742697762,5.277054039147086,13.989310912214547
Bhola,BD1009,Rajshahi,BD5081,False,318.1617342284028,318.1617342284028,318.1617342284028,318.1617342284028,2915009,1932518,137123576,0.00028534710128094156,28.796785371289385,5.762559851690472,14.885383465240523
Bhola,BD1009,Rangamati,BD2084,False,167.99260316851814,167.99260316851814,167.99260316851814,167.99260316851814,647586,1932518,54726481,0.00038543182611937337,22.94653587662762,5.123919949675144,13.381006882269048
Bhola,BD1009,Rangpur,BD5585,False,398.622357620566,398.622357620566,398.622357620566,398.622357620566,3169614,1932518,150506536,0.0002582259560491268,19.94725178544086,5.98801449657339,14.9691203718778
Bhola,BD1009,Satkhira,BD4087,False,164.2726874154524,164.2726874154524,164.2726874154524,164.2726874154524,2196582,1932518,49706631,0.0015269375566360334,81.3985552020272,5.101527775165149,14.602413073820426
Bhola,BD1009,Shariatpur,BD3086,False,106.7061290100031,106.7061290100031,106.7061290100031,106.7061290100031,1294562,1932518,18628696,0.005567130712516647,113.69572210181308,4.670078598176311,14.073682971966935
Bhola,BD1009,Sherpur,BD4589,False,312.6826369264689,312.6826369264689,312.6826369264689,312.6826369264689,1501853,1932518,131764600,0.00016056672239134372,15.36101434710362,5.745188736623685,14.22221023700936
Bhola,BD1009,Sirajganj,BD5088,False,256.2254841827906,256.2254841827906,256.2254841827906,256.2254841827906,3357706,1932518,106564780,0.0005346774573330168,51.144392195171115,5.546057854394017,15.026768560672359
Bhola,BD1009,Sunamganj,BD6090,False,296.07775934728744,296.07775934728744,296.07775934728744,296.07775934728744,2695496,1932518,122835069,0.00032754882419934277,30.748725593324938,5.690622120321919,14.80709278991802
Bhola,BD1009,Sylhet,BD6091,False,314.39173036733814,314.39173036733814,314.39173036733814,314.39173036733814,3857123,1932518,133266453,0.0003964821353646134,39.02305448591738,5.7506397573062555,15.16543212675189
Bhola,BD1009,Tangail,BD3093,False,236.86992975118147,236.86992975118147,236.86992975118147,236.86992975118147,4037608,1932518,96784540,0.0007692259806845346,71.96217643234682,5.467511170863253,15.2111629953813
Bhola,BD1009,Thakurgaon,BD5594,False,473.0885788719397,473.0885788719397,473.0885788719397,473.0885788719397,1533895,1932518,160512360,0.00011128215438047718,6.853472975153105,6.159282641301399,14.243320810065981
Bogura,BD5010,Bagerhat,BD4001,False,275.412020680092,275.412020680092,275.412020680092,275.412020680092,1613076,3734297,136031058,0.00030484634744168046,21.266158498336704,5.618268233417865,14.293653473170336
Bogura,BD5010,Bandarban,BD2003,False,453.2604667589923,453.2604667589923,453.2604667589923,453.2604667589923,481106,3734297,158119945,6.837737847358055e-05,2.341774592761005,6.116466942052261,13.08384289902944
Bogura,BD5010,Barguna,BD1004,False,307.8094032674087,307.8094032674087,307.8094032674087,307.8094032674087,1010531,3734297,142918472,0.00017425917728604892,10.665614317262783,5.729480770864743,13.825986493237492
Bogura,BD5010,Barishal,BD1006,False,244.32693093168248,244.32693093168248,244.32693093168248,244.32693093168248,2570446,3734297,118872772,0.0006254253843706503,43.05918497199259,5.498507209321399,14.759589982670962
Bogura,BD5010,Bhola,BD1009,False,309.24884805204215,309.24884805204215,309.24884805204215,309.24884805204215,1932518,3734297,143929003,0.0003266934150531775,20.20725707799238,5.734146286292473,14.474334373759973
Bogura,BD5010,Bogura,BD5010,True,0.0,28.35538842064208,1.0,27.720065313681488,3734297,3734297,0,0.5,4644.485958488898,3.3448170798606913,15.133070139288687
Bogura,BD5010,Brahmanbaria,BD2012,False,197.9718365963309,197.9718365963309,197.9718365963309,197.9718365963309,3306563,3734297,99074244,0.0011318249348786654,84.36648933503085,5.28812478116508,15.011419839295048
Bogura,BD5010,Chandpur,BD2013,False,222.98676242832002,222.98676242832002,222.98676242832002,222.98676242832002,2635748,3734297,110024808,0.0007433490635403564,53.00852522196416,5.4071124083901845,14.784677570641602
Bogura,BD5010,Chapainawabganj,BD5070,False,113.19084426433582,113.19084426433582,113.19084426433582,113.19084426433582,1835528,3734297,42247430,0.003117453250979454,143.26444291011592,4.729075281440929,14.422842736501666
Bogura,BD5010,Chattogram,BD2015,False,364.2312369651238,364.2312369651238,364.2312369651238,364.2312369651238,9169465,3734297,148302894,0.0013970760464869388,69.11775439386753,5.897788932328168,16.031389500109725
Bogura,BD5010,Chuadanga,BD4018,False,145.54901951409192,145.54901951409192,145.54901951409192,145.54901951409192,1234054,3734297,71055282,0.0008105005456295848,58.25263777558029,4.9805129337491,14.025815242619684
Bogura,BD5010,Cox's Bazar,BD2022,False,461.859579179905,461.859579179905,461.859579179905,461.859579179905,2823268,3734297,158601051,0.00039322998814948,13.23525138918187,6.135260903713223,14.853405637196515
Bogura,BD5010,Cumilla,BD2019,False,228.06869063009114,228.06869063009114,228.06869063009114,228.06869063009114,6212216,3734297,112660556,0.0016255716514027346,119.43048868809073,5.429646858273716,15.642028234056378
Bogura,BD5010,Dhaka,BD3026,False,145.31650178441427,145.31650178441427,145.31650178441427,145.31650178441427,14734701,3734297,56320581,0.01225069720226721,697.7686584901027,4.97891413456404,16.50571588212586
Bogura,BD5010,Dinajpur,BD5527,False,107.54368978127779,107.54368978127779,107.54368978127779,107.54368978127779,3315236,3734297,36603034,0.007030826144962759,286.645140785202,4.677897181572899,15.014039370621646
Bogura,BD5010,Faridpur,BD3029,False,156.72766274341245,156.72766274341245,156.72766274341245,156.72766274341245,2162879,3734297,77653153,0.0011877785381645557,88.05234161142725,5.054509666924223,14.586950762547518
Bogura,BD5010,Feni,BD2030,False,289.6715019035888,289.6715019035888,289.6715019035888,289.6715019035888,1648896,3734297,137644134,0.00030450886484427236,19.650867271109153,5.668747528875418,14.315616531026453
Bogura,BD5010,Gaibandha,BD5532,False,54.26643073377918,54.26643073377918,54.26643073377918,54.26643073377918,2562233,3734297,6813875,0.06918853984319957,870.0738276461481,3.9939058172332476,14.756389701878161
Bogura,BD5010,Gazipur,BD3033,False,134.76996469127573,134.76996469127573,134.76996469127573,134.76996469127573,5263450,3734297,47536157,0.0067811479092646,289.7905856469817,4.903569359788571,15.476297263245858
Bogura,BD5010,Gopalganj,BD3035,False,198.32326195165362,198.32326195165362,198.32326195165362,198.32326195165362,1295057,3734297,102380807,0.0004243020868878475,32.926196810497046,5.289898335512472,14.07406526759114
Bogura,BD5010,Habiganj,BD6036,False,213.5374005879005,213.5374005879005,213.5374005879005,213.5374005879005,2358886,3734297,107665922,0.0006950940923109065,51.73197385768666,5.3638119957243955,14.673700031660417
Bogura,BD5010,Jamalpur,BD4539,False,49.96265606841668,49.96265606841668,49.96265606841668,49.96265606841668,2499738,3734297,956431,0.27676174522456887,1001.3904756931627,3.91127584774368,14.731696484346525
Bogura,BD5010,Jashore,BD4041,False,193.9999253258123,193.9999253258123,193.9999253258123,193.9999253258123,3076144,3734297,94705073,0.0011495140238934488,81.73414730924631,5.267857774144761,14.939187422556142
Bogura,BD5010,Jhalokati,BD1042,False,263.4537654998369,263.4537654998369,263.4537654998369,263.4537654998369,661160,3734297,133173316,0.0001310895173440393,9.525718658299008,5.573877889587263,13.40175114703129
Bogura,BD5010,Jhenaidah,BD4044,False,151.38513281742667,151.38513281742667,151.38513281742667,151.38513281742667,2005849,3734297,74614189,0.0011897813914429646,87.52493237474063,5.019827138146114,14.511577970493308
Bogura,BD5010,Joypurhat,BD5038,False,42.18763088448093,42.18763088448093,42.18763088448093,42.18763088448093,956431,3734297,0,0.20389820087628188,537.3823138799028,3.7421270710748913,13.770963927257238
Bogura,BD5010,Khagrachhari,BD2046,False,320.00876421944866,320.00876421944866,320.00876421944866,320.00876421944866,714119,3734297,147588775,0.00011591094792382385,6.973436374602271,5.7683483836045,13.478804894101042
Bogura,BD5010,Khulna,BD4047,False,261.8009890156435,261.8009890156435,261.8009890156435,261.8009890156435,2613385,3734297,123566665,0.0005900970581053966,38.12947524174001,5.567584631221313,14.776156873871212
Bogura,BD5010,Kishoreganj,BD3048,False,165.7557221186404,165.7557221186404,165.7557221186404,165.7557221186404,3267626,3734297,79816032,0.001682222674889253,118.93105830058039,5.110515151056147,14.999574285328466
Bogura,BD5010,Kurigram,BD5549,False,112.1845075663965,112.1845075663965,112.1845075663965,112.1845075663965,2329160,3734297,39918270,0.004333243683520969,185.0689458408845,4.720144904823981,14.66101824551926
Bogura,BD5010,Kushtia,BD4050,False,106.55849692569154,106.55849692569154,106.55849692569154,106.55849692569154,2149692,3734297,28554337,0.0072192717668984625,189.32155743956628,4.668694101265528,14.580835134027797
Bogura,BD5010,Lakshmipur,BD2051,False,262.1875847007891,262.1875847007891,262.1875847007891,262.1875847007891,1937948,3734297,126180050,0.000422480012398525,28.191479865281888,5.569060219715734,14.477140239287523
Bogura,BD5010,Lalmonirhat,BD5552,False,138.4792710179897,138.4792710179897,138.4792710179897,138.4792710179897,1428406,3734297,52799607,0.0016278180473884526,74.48728218045116,4.930720646685913,14.172069695197669
Bogura,BD5010,Madaripur,BD3054,False,195.66347133928596,195.66347133928596,195.66347133928596,195.66347133928596,1293027,3734297,97781217,0.00046265241712862355,33.77443441649536,5.2763962005630285,14.07249653920651
Bogura,BD5010,Magura,BD4055,False,153.69244946736546,153.69244946736546,153.69244946736546,153.69244946736546,1033115,3734297,76620038,0.0005899168076978135,43.736457399309614,5.034953524206872,13.848089068139739
Bogura,BD5010,Manikganj,BD3056,False,123.41795868159085,123.41795868159085,123.41795868159085,123.41795868159085,1558025,3734297,45272776,0.0023478679094373575,102.28635534251053,4.815576633148223,14.258929551497186
Bogura,BD5010,Meherpur,BD4057,False,133.26173687898532,133.26173687898532,133.26173687898532,133.26173687898532,705356,3734297,46830801,0.001016012858352455,39.71891955458888,4.89231514081041,13.466457918881725
Bogura,BD5010,Moulvibazar,BD6058,False,259.1821060939312,259.1821060939312,259.1821060939312,259.1821060939312,2123447,3734297,121443218,0.0004976136330118507,31.6105022702864,5.557530926963647,14.568551269629545
Bogura,BD5010,Munshiganj,BD3059,False,178.7502959553635,178.7502959553635,178.7502959553635,178.7502959553635,1625416,3734297,91111143,0.0006633775934536971,50.871083929908615,5.185989837267088,14.301274340983566
Bogura,BD5010,Mymensingh,BD4561,False,106.91395135343927,106.91395135343927,106.91395135343927,106.91395135343927,5899005,3734297,30704029,0.015857635401056475,516.0716511464935,4.672024317966769,15.590294250586142
Bogura,BD5010,Naogaon,BD5064,False,63.82990971292665,63.82990971292665,63.82990971292665,63.82990971292665,2784599,3734297,11236030,0.03912202850628296,683.4617316512923,4.156221884774198,14.839614435339252
Bogura,BD5010,Narail,BD4065,False,189.51195151545946,189.51195151545946,189.51195151545946,189.51195151545946,788671,3734297,93916402,0.0003063800943351876,21.959510962122593,5.244452091216899,13.57810452934276
Bogura,BD5010,Narayanganj,BD3067,False,172.54013361828032,172.54013361828032,172.54013361828032,172.54013361828032,3909138,3734297,87202005,0.0016925289777515104,131.3108891415012,5.150629868067284,15.178827447298536
Bogura,BD5010,Narsingdi,BD3068,False,168.20213498622738,168.20213498622738,168.20213498622738,168.20213498622738,2584452,3734297,84617553,0.001201225075330429,91.34935024497368,5.125166440598762,14.765024051188075
Bogura,BD5010,Natore,BD5069,False,57.52878104602162,57.52878104602162,57.52878104602162,57.52878104602162,1859922,3734297,9376108,0.035388014170066914,561.984564556532,4.05228536250579,14.436045109326196
Bogura,BD5010,Netrakona,BD4572,False,147.9942648933579,147.9942648933579,147.9942648933579,147.9942648933579,2324853,3734297,72289336,0.001457555582467379,106.14651159292983,4.997173522292732,14.659167369198306
Bogura,BD5010,Nilphamari,BD5573,False,140.875956134653,140.875956134653,140.875956134653,140.875956134653,2092568,3734297,54228013,0.002244886876660267,105.44010419325836,4.947879759450682,14.553902577830893
Bogura,BD5010,Noakhali,BD2075,False,296.14088356568516,296.14088356568516,296.14088356568516,296.14088356568516,3625442,3734297,139293030,0.0006454469124344907,41.33940542967789,5.690835299084163,15.103486769872411
Bogura,BD5010,Pabna,BD5076,False,85.76582368175858,85.76582368175858,85.76582368175858,85.76582368175858,2909624,3734297,22475099,0.014236786055683799,395.55633525954494,4.4516206017538575,14.8835344211774
Bogura,BD5010,Panchagarh,BD5577,False,181.31161468916505,181.31161468916505,181.31161468916505,181.31161468916505,1179843,3734297,92736559,0.0004676937728272569,35.88995956717869,5.200217179079851,13.98089193674234
Bogura,BD5010,Patuakhali,BD1078,False,310.7667592957676,310.7667592957676,310.7667592957676,310.7667592957676,1727254,3734297,145861521,0.00028493149757212135,17.884923596436533,5.739042660700892,14.362043422168306
Bogura,BD5010,Pirojpur,BD1079,False,262.2806347712817,262.2806347712817,262.2806347712817,262.2806347712817,1198195,3734297,128117998,0.0002550540281942336,17.41787024042997,5.5694150555971635,13.996326815697198
Bogura,BD5010,Rajbari,BD3082,False,123.35755489550817,123.35755489550817,123.35755489550817,123.35755489550817,1189818,3734297,44082958,0.0018960334049122193,78.18960690958883,4.815087088732625,13.989310912214547
Bogura,BD5010,Rajshahi,BD5081,False,83.63490124855082,83.63490124855082,83.63490124855082,83.63490124855082,2915009,3734297,19560090,0.017829553061253684,416.7396312094837,4.4264609120201746,14.885383465240523
Bogura,BD5010,Rangamati,BD2084,False,369.09030498574054,369.09030498574054,369.09030498574054,369.09030498574054,647586,3734297,157472359,9.268282261280837e-05,4.753704439769019,5.911041343057927,13.381006882269048
Bogura,BD5010,Rangpur,BD5585,False,92.87375610525777,92.87375610525777,92.87375610525777,92.87375610525777,3169614,3734297,25384723,0.012588929612120584,367.4687027381828,4.53124110973432,14.9691203718778
Bogura,BD5010,Satkhira,BD4087,False,272.6803209184729,272.6803209184729,272.6803209184729,272.6803209184729,2196582,3734297,133834476,0.00042661574566758294,29.54199549201243,5.608300123398956,14.602413073820426
Bogura,BD5010,Shariatpur,BD3086,False,204.16679961475435,204.16679961475435,204.16679961475435,204.16679961475435,1294562,3734297,106371360,0.0003941268599095704,31.056507325349322,5.318937304924868,14.073682971966935
Bogura,BD5010,Sherpur,BD4589,False,75.76803253706541,75.76803253706541,75.76803253706541,75.76803253706541,1501853,3734297,14020629,0.016403395994348834,261.6106417692189,4.327676469353881,14.22221023700936
Bogura,BD5010,Sirajganj,BD5088,False,53.05666989522894,53.05666989522894,53.05666989522894,53.05666989522894,3357706,3734297,3456169,0.16531691131103066,1192.786433136689,3.97136058562486,15.026768560672359
Bogura,BD5010,Sunamganj,BD6090,False,198.84806588681866,198.84806588681866,198.84806588681866,198.84806588681866,2695496,3734297,103675864,0.000851123432169029,68.17041681426538,5.292541045113154,14.80709278991802
Bogura,BD5010,Sylhet,BD6091,False,263.3613531201564,263.3613531201564,263.3613531201564,263.3613531201564,3857123,3734297,129316193,0.0007907300930917612,55.61083275375358,5.573527055386185,15.16543212675189
Bogura,BD5010,Tangail,BD3093,False,81.46969781145482,81.46969781145482,81.46969781145482,81.46969781145482,4037608,3734297,15522482,0.03361228794882581,608.319784563762,4.400231145115411,15.2111629953813
Bogura,BD5010,Thakurgaon,BD5594,False,166.07821133211755,166.07821133211755,166.07821133211755,166.07821133211755,1533895,3734297,83083658,0.0007467569755653218,55.6122304985614,5.112458830002124,14.243320810065981
Brahmanbaria,BD2012,Bagerhat,BD4001,False,223.30896266992397,223.30896266992397,223.30896266992397,223.30896266992397,1613076,3306563,125634406,0.0003168475617826303,32.347634054271964,5.408556295389148,14.293653473170336
Brahmanbaria,BD2012,Bandarban,BD2003,False,272.28050628059225,272.28050628059225,272.28050628059225,272.28050628059225,481106,3306563,147162203,7.003876289343275e-05,6.48944676623014,5.606832807989629,13.08384289902944
Brahmanbaria,BD2012,Barguna,BD1004,False,224.2728055130351,224.2728055130351,224.2728055130351,224.2728055130351,1010531,3306563,127247482,0.00019453472703363276,20.09076201256384,5.412863192593263,13.825986493237492
Brahmanbaria,BD2012,Barishal,BD1006,False,147.79897163741268,147.79897163741268,147.79897163741268,147.79897163741268,2570446,3306563,77764063,0.001253436015972545,117.66997467882052,4.995853050691605,14.759589982670962
Brahmanbaria,BD2012,Bhola,BD1009,False,183.36414219833023,183.36414219833023,183.36414219833023,183.36414219833023,1932518,3306563,96218837,0.0006328204012581994,57.477083823898525,5.211474023794392,14.474334373759973
Brahmanbaria,BD2012,Bogura,BD5010,False,197.9718365963309,197.9718365963309,197.9718365963309,197.9718365963309,3734297,3306563,108519015,0.0009555148533006236,95.28006211414623,5.28812478116508,15.133070139288687
Brahmanbaria,BD2012,Brahmanbaria,BD2012,True,0.0,26.26405068481522,1.0,22.4462602279894,3306563,3306563,0,0.5,4793.507222570369,3.2682011100182953,15.011419839295048
Brahmanbaria,BD2012,Chandpur,BD2013,False,81.98306443024269,81.98306443024269,81.98306443024269,81.98306443024269,2635748,3306563,23595768,0.010967522343911853,392.1530437987398,4.406512694595215,14.784677570641602
Brahmanbaria,BD2012,Chapainawabganj,BD5070,False,297.96384247503937,297.96384247503937,297.96384247503937,297.96384247503937,1835528,3306563,153781813,0.00024311096128839762,20.674446026109955,5.696972145167464,14.422842736501666
