sample,candidate_universe,validation_scheme,model,n_events_evaluated,n_folds_evaluated,all_folds_converged,selected_lambda_median,selected_lambda_min,selected_lambda_max,mean_log_loss,top1_accuracy,top3_accuracy,top5_accuracy,mean_rank,mean_reciprocal_rank,gravity_mean_log_loss,log_loss_improvement_vs_gravity
household_lagged_shock_yes,full_64,leave_one_origin_out,nested_gis_ridge,184,7,True,0.01,0.001,1.0,1.9457507789819033,0.5271739130434783,0.7717391304347826,0.8967391304347826,3.527173913043478,0.6718396887994075,1.686899657614474,-0.2588511213674294
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,gravity_mle_disk_within,112,1,True,0.0,0.0,0.0,1.5610836087977993,0.6071428571428571,0.8125,0.875,2.767857142857143,0.7291912037884476,1.5610836087977993,0.0
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,gis_joint_ridge,112,1,True,100.0,100.0,100.0,1.5482867596339887,0.6071428571428571,0.8125,0.875,2.75,0.7292856406016345,1.5610836087977993,0.01279684916381063
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,gis_joint_unpenalized,112,1,True,0.0,0.0,0.0,1.4102957385236203,0.6071428571428571,0.8303571428571429,0.8839285714285714,2.5,0.742948279790385,1.5610836087977993,0.15078787027417895
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,radiation_adapted,112,1,True,0.0,0.0,0.0,1.7412276841349215,0.36607142857142855,0.8303571428571429,0.8303571428571429,3.1875,0.6115279887718797,1.5610836087977993,-0.18014407533712218
household_lagged_shock_yes,interdistrict_63,temporal_w12plus_holdout,gravity_mle_disk_within,45,1,True,0.0,0.0,0.0,2.298819357204101,0.4222222222222222,0.7111111111111111,0.7333333333333333,4.333333333333333,0.5858699834786791,2.298819357204101,0.0
household_lagged_shock_yes,interdistrict_63,temporal_w12plus_holdout,gis_joint_ridge,45,1,True,100.0,100.0,100.0,2.283542515289377,0.4222222222222222,0.7111111111111111,0.7333333333333333,4.222222222222222,0.5935821987995901,2.298819357204101,0.015276841914723782
household_lagged_shock_yes,interdistrict_63,temporal_w12plus_holdout,gis_joint_unpenalized,45,1,True,0.0,0.0,0.0,1.8873018019503622,0.4222222222222222,0.6888888888888889,0.8666666666666667,3.6222222222222222,0.6094234160900828,2.298819357204101,0.4115175552537387
household_lagged_shock_yes,interdistrict_63,temporal_w12plus_holdout,radiation_adapted,45,1,True,0.0,0.0,0.0,2.3038733598870333,0.4888888888888889,0.5777777777777777,0.7111111111111111,4.866666666666666,0.5886347397458509,2.298819357204101,-0.005054002682932435
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,nested_gravity,112,1,True,0.0,0.0,0.0,1.598568180957937,0.5982142857142857,0.8571428571428571,0.8839285714285714,2.7410714285714284,0.7303918650793649,1.5610836087977993,-0.037484572160137786
