district,district_name_geometry_raw,district_pcode,division,division_name_geometry_raw,central_lon,central_lat,central_point_method,polygon_centroid_inside,area_km2_approx,within_district_mean_pair_km_mc,within_district_disk_proxy_km,geometry_source,geometry_source_url,population_2022_total,population_source,population_source_url,population_pdf_pages
Bagerhat,Bagerhat,BD4001,Khulna,Khulna,89.73956431663798,22.36977996795234,polygon_centroid,True,3619.603861410171,44.41806395009496,30.732873493018324,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1613076,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Bandarban,Bandarban,BD2003,Chattogram,Chittagong,92.36382543113957,21.807117016617802,polygon_centroid,True,4544.015742404386,41.589268585081705,34.434403205121264,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,481106,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Barguna,Barguna,BD1004,Barishal,Barisal,90.12048035991319,22.14112658246076,polygon_centroid,True,1333.6937595456839,21.759162013266042,18.655234233347898,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1010531,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Barishal,Barisal,BD1006,Barishal,Barisal,90.34167233806508,22.81144143798014,polygon_centroid,True,2210.2901877555996,27.688320395337115,24.015813078636786,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2570446,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Bhola,Bhola,BD1009,Barishal,Barisal,90.73334082882741,22.335697321448375,polygon_centroid,True,1933.863955270499,34.7337340098454,22.463923228237597,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1932518,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Bogura,Bogra,BD5010,Rajshahi,Rajshahi,89.37879178145363,24.82445808503593,polygon_centroid,True,2944.7145673185587,28.35538842064208,27.720065313681488,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,3734297,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Brahmanbaria,Brahamanbaria,BD2012,Chattogram,Chittagong,91.08348432888928,23.952995668273747,polygon_centroid,True,1930.8240222800523,26.26405068481522,22.4462602279894,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,3306563,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Chandpur,Chandpur,BD2013,Chattogram,Chittagong,90.77101383633722,23.273564441636832,polygon_centroid,True,1468.1986112445593,22.178885305111216,19.573345011379597,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2635748,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Chapainawabganj,Nawabganj,BD5070,Rajshahi,Rajshahi,88.26411261626886,24.715698785557542,polygon_centroid,True,1702.6018614917994,22.295133480067,21.07799022507237,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1835528,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Chattogram,Chittagong,BD2015,Chattogram,Chittagong,91.83436892133959,22.443264467303184,polygon_centroid,True,4420.680318314582,47.10293366644002,33.96387249725103,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,9169465,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Chuadanga,Chuadanga,BD4018,Khulna,Khulna,88.84797495226124,23.608312280085794,polygon_centroid,True,1167.0055880770087,18.427510416215284,17.450549807039742,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1234054,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Cox's Bazar,Cox's Bazar,BD2022,Chattogram,Chittagong,92.06392540049514,21.48379792888164,polygon_centroid,True,2144.051372528076,38.74579969810648,23.65321831992768,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2823268,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Cumilla,Comilla,BD2019,Chattogram,Chittagong,91.03395508743203,23.436873149896083,polygon_centroid,True,3089.152761206031,33.909116607039685,28.391761579828646,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,6212216,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Dhaka,Dhaka,BD3026,Dhaka,Dhaka,90.25076984261688,23.78696762885516,polygon_centroid,True,1480.47374833934,24.03042905900507,19.654997924127883,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,14734701,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Dinajpur,Dinajpur,BD5527,Rangpur,Rangpur,88.78688740430306,25.629879035165438,polygon_centroid,True,3521.0699610468,38.34735953284132,30.31167766281536,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,3315236,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Faridpur,Faridpur,BD3029,Dhaka,Dhaka,89.83887938084175,23.478941864810565,polygon_centroid,True,2045.060918662697,24.901706085468675,23.10073358454833,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2162879,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Feni,Feni,BD2030,Chattogram,Chittagong,91.41243053736687,22.999431623650437,polygon_centroid,True,904.3246297687292,17.54730726899854,15.361542489996951,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1648896,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Gaibandha,Gaibandha,BD5532,Rangpur,Rangpur,89.50584502438743,25.29872217310653,polygon_centroid,True,2198.785736359656,25.452787611009214,23.953230977007344,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2562233,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Gazipur,Gazipur,BD3033,Dhaka,Dhaka,90.44499792799294,24.0984242858717,polygon_centroid,True,1826.8510616254061,22.19915696732304,21.833543099496293,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,5263450,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Gopalganj,Gopalganj,BD3035,Dhaka,Dhaka,89.89951162322944,23.10553279678167,polygon_centroid,True,1472.871945694089,21.467887515349712,19.60447162874366,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,1295057,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Habiganj,Habiganj,BD6036,Sylhet,Sylhet,91.43033649778019,24.36808221436525,polygon_centroid,True,2601.6256390064955,28.317363181755592,26.055238253541336,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2358886,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Jamalpur,Jamalpur,BD4539,Mymensingh,Mymensingh,89.84626565885789,24.973107751934904,polygon_centroid,True,2090.9231948126107,29.778449537031012,23.35832447375554,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2499738,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Jashore,Jessore,BD4041,Khulna,Khulna,89.17467566725803,23.08977613289782,polygon_centroid,True,2579.290608547628,27.158169528652262,25.943154692364946,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,3076144,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Jhalokati,Jhalokati,BD1042,Barishal,Barisal,90.18401258864998,22.572786585611148,polygon_centroid,True,734.4073016084731,16.21663752162535,13.843348106499953,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,661160,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Jhenaidah,Jhenaidah,BD4044,Khulna,Khulna,89.0874883931935,23.489216335219602,polygon_centroid,True,1957.5700469296426,27.552443491675515,22.601189800303487,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2005849,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Joypurhat,Joypurhat,BD5038,Rajshahi,Rajshahi,89.08291551258313,25.092768710612706,polygon_centroid,True,972.9098919089884,17.283475225417625,15.933418246023585,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,956431,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Khagrachhari,Khagrachhari,BD2046,Chattogram,Chittagong,91.95214377069802,23.164334111058437,polygon_centroid,True,2850.877543563023,35.21539211023686,27.274822211251806,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,714119,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Khulna,Khulna,BD4047,Khulna,Khulna,89.44784775723754,22.47087822168312,polygon_centroid,True,3601.2789302449673,44.102448569576914,30.65497927841257,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2613385,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Kishoreganj,Kishoreganj,BD3048,Dhaka,Dhaka,90.94240511990921,24.376186087126822,polygon_centroid,True,2584.1392051912844,27.203058748663864,25.967527446886052,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,3267626,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
Kurigram,Kurigram,BD5549,Rangpur,Rangpur,89.6947033065138,25.792092679633708,polygon_centroid,True,2318.8709115572274,28.983832535010208,24.598630740804957,Bangladesh DGHS hosted BBS 2020 ADM2 layer,https://gis.dghs.gov.bd/server/rest/services/Hosted/bgd_admbnda_adm2_bbs_20201113/FeatureServer/0,2329160,"BBS Population and Housing Census 2022, National Report Volume I, Table P02",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bbs/2024/12/9ce5bd160bb14a1ab1eabe886adddb9a.pdf,PDF pages 199-200 (printed pages 151-152)
