feature,count,mean,std,min,5%,25%,50%,75%,95%,max,missing_count
gfd_ever_flooded_land_share_2000_2018,64.0,0.3677343743746249,0.23552118683206028,0.0,0.031206464515929046,0.18946303668061087,0.3422437736384393,0.5148626039864825,0.8225519901160596,0.914415993320032,0
ghsl_built_surface_share_2020,64.0,0.022152582576039238,0.015801605582499614,0.0023464272857655,0.008137321823308301,0.0146336249398942,0.0182036313136487,0.02674984980525725,0.03612741009484571,0.1014099667754751,0
travel_time_city_ge_50k_median_2015,64.0,18.3125,23.359084429763627,0.0,3.1500000000000004,10.0,15.0,18.25,35.34999999999994,174.0,0
worldcover_cropland_share_2020,64.0,0.5620828267585772,0.17256568569882533,0.0221457690157954,0.27906388261272774,0.456999164182593,0.6111189156522023,0.6860256684318689,0.76278265428971,0.7717170363127269,0
